ItemCode_1,ItemName_1,ItemCode_2,ItemName_2,"count(DocNo )"
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2507500604,ลดกลม PVC 3/4x1/2 (180),1
2505300598,ข้องอเกลียวใน ทองเหลือง 1/2 (100/ล.),2507500604,ลดกลม PVC 3/4x1/2 (180),1
2700104001,หัวศรใหญ่ (1กก./ถุง),2700104003,หัวศรเล็ก (1กก./ถุง),1
2700103520,ดอกเก๊กฮวยติดก้านใบกุหลาบเล็ก,2700103903,ลูกสัปปะรด SC-003,1
2300808170,ตะปูเกลียว เตเปอร์ 8x2 (50/ถุง),2300808191,ตะปูเกลียว เตเปอร์ 12X3 (40/ถุง),1
2101181107,"กระจกสี่เหลี่ยม EMS-01 ขาว TIGER (3ชิ้น/ชุด) PiXo",2301498033,น๊อตหัวเหลี่ยม 1 x 3/8(กก.),1
2107000565,กาวยาแนวพรีเมี่ยมพลัส สีเทาปะการัง(20ถุง/ล),2503101400,"ข้องอบางฟ้า 90 PVC 1-1/2 (120/ล.)",1
2107000507,กาวยาแนวพรีเมี่ยมพลัส สีขาวไข่มุก(20ถุง/ลัง),2503101400,"ข้องอบางฟ้า 90 PVC 1-1/2 (120/ล.)",1
2505004000,ข้อต่อเกลียวนอก PVC 4 (4/ล.),2505204000,ข้อต่อเกลียวใน PVC 4 (4/ล.),1
2700103903,ลูกสัปปะรด SC-003,2700110181,พวงองุ่น แบบแบนรุ่นปั้ม 1/2,1
2700103520,ดอกเก๊กฮวยติดก้านใบกุหลาบเล็ก,2700110181,พวงองุ่น แบบแบนรุ่นปั้ม 1/2,1
2300808147,ตะปูเกลียว เตเปอร์ 8X3 (50/ถุง),2700212051,"กลอนขวาง(ชุบขาว) 3/8x5 ซ้าย"",1
2103501112,"เทปพันเกลียว 16mm.x0.1x12M. Duss (หนา)(20ม้วน:กล่อง/300ม้วน:ลัง)",2700212051,"กลอนขวาง(ชุบขาว) 3/8x5 ซ้าย"",1
0600524400,ตป.กบ.ปลายแหลม#10X95มม.(10x3.8)100/กล่อง,2700212051,"กลอนขวาง(ชุบขาว) 3/8x5 ซ้าย"",1
2301402185,น๊อตหัวกลม 6 X 1/2(กก.),2301510017,แหวน 1/2 (20ตัว/แพค),1
2300803400,ตะปู 4X7 (1กก./ถุง),2301510017,แหวน 1/2 (20ตัว/แพค),1
0001701225,"สี่เหลี่ยมโปร่ง 1-1/4 เงิน (30x30มม.)",0001702025,สี่เหลี่ยมโปร่ง 2 เงิน (64/มัด),1
2301604010,"แปรงทาสีด้ามขาว 1 (อัน)"",2301604015,"แปรงทาสีด้ามขาว 1-1/2 (อัน)"",1
0004001000,เหล็กแบนรีด 1 X 3/16(4.มิล)ชมพู,0004001400,เหล็กแบนรีด 1-1/2X3/16(4.มิล)ชมพู,1
0003800507,แบนตัด 3/4 X 1/8 ขาว (2.5),0004001400,เหล็กแบนรีด 1-1/2X3/16(4.มิล)ชมพู,1
2505300599,ข้องอเกลียวใน PVC 1/2 (100/ล.),2506200400,"นิเปิ้ล PVC 1/2 (250/ลัง)",1
2503000400,ข้องอหนาฟ้า PVC 1/2 (180/ล.),2505300598,ข้องอเกลียวใน ทองเหลือง 1/2 (100/ล.),1
2503101400,"ข้องอบางฟ้า 90 PVC 1-1/2 (120/ล.)",2503301400,ข้องอบางฟ้า PVC 45 องศา 1-1/2 (150/ล.),1
2506200400,"นิเปิ้ล PVC 1/2 (250/ลัง)",2507916040,"ลดเหลี่ยม PVC(หนา)3/4x1/2"#550-1 ตรามือ(450ตัว/กล่อง)"",1
2503000600,ข้องอหนาฟ้า PVC 3/4 (125/ล.),2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",1
2503102000,"ข้องอบางฟ้า 90 PVC 2 (70/ล.)",2505300598,ข้องอเกลียวใน ทองเหลือง 1/2 (100/ล.),1
2503104000,"ข้องอบางฟ้า 90 PVC 4 (20/ล.)",2505300598,ข้องอเกลียวใน ทองเหลือง 1/2 (100/ล.),1
2503000600,ข้องอหนาฟ้า PVC 3/4 (125/ล.),2505300598,ข้องอเกลียวใน ทองเหลือง 1/2 (100/ล.),1
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2505300598,ข้องอเกลียวใน ทองเหลือง 1/2 (100/ล.),1
2526420220,"สามทางวายลด 45 PP 150 x 65 x 150 (6'' x 2-1/2'') ''PBP''",2526420228,"สามทางเกลียวใน PP 50 x 2'' x 50 (2' x''PBP''",1
2522800612,"ข้อโค้ง 45 PP 65(2-1/2'') ''PBP''",2522800623,"ข้อโค้ง 90 PP 150 (6'') ''PBP''",1
3315210206,"ปลั๊กตัวผู้ 10A  #PP-1021 (คละสี) ''VENA'' (50โหล/ลัง)",3315220301,"ปลั๊กตัวเมีย 10A#NP-5101F(ตัว)(คละสี)NPV"(720ตัว/ลัง)"",1
2967209010,"กาวอะคิลิค SX-1000 Sealex สีขาว(20/ลัง)",3315210206,"ปลั๊กตัวผู้ 10A  #PP-1021 (คละสี) ''VENA'' (50โหล/ลัง)",1
2300710040,ต.สังกะสี-ขาว หนัก(1-3/4X13)กล่อง,3311300900,"เต้ารับแปลงไฟขากลม 10A #NP-5102MF “NPV'' (20/600)",1
0302005000,"ปูนฉาบทั่วไป เสือมอตาร์ 50 Kg.(ถุงขาว-เขียว)",0302005009,"ปูนก่อ ทั่วไป เสือมอร์ต้า(50kg)",1
0001950302,"สี่เหลี่ยมโปร่งกัลวาไนซ์ 3 แดง"",0001960207,"สี่เหลี่ยมโปร่งชุบกัลวาไนซ์ 2 x 1 แดง-น้ำเงิน",1
2503700400,สามทางหนา PVC 1/2 (100/ล.),2505000401,ข้อต่อเกลียวนอก PVC ทองเหลือง1/2 (120/ล.),1
2301809146,"แผ่นตัดไฟเบอร์ 14 MAKITA A-89545(แผ่น)"",3120800313,"ปากกาเคมี 2 หัว ตราม้า สีน้ำเงิน",1
3120800203,"ปากกาไวท์บอร์ด สีน้ำเงิน",3120800313,"ปากกาเคมี 2 หัว ตราม้า สีน้ำเงิน",1
2950002687,สีน้ำมัน ตราเป็ด #M687 เทา 1/4 (กป),3120800313,"ปากกาเคมี 2 หัว ตราม้า สีน้ำเงิน",1
2301498033,น๊อตหัวเหลี่ยม 1 x 3/8(กก.),2301498053,น๊อตหัวเหลี่ยม 1-1/2 x 3/8(กก.),1
2101181107,"กระจกสี่เหลี่ยม EMS-01 ขาว TIGER (3ชิ้น/ชุด) PiXo",2301498053,น๊อตหัวเหลี่ยม 1-1/2 x 3/8(กก.),1
2301605010,"แปรงทาสีมีเชือก 1(อัน)"",3120800313,"ปากกาเคมี 2 หัว ตราม้า สีน้ำเงิน",1
2301803307,"แผ่นตัดสแตนเลส 4X1มิล. (B-12201)MAKITA:10ใบ/กล่อง"",3120800313,"ปากกาเคมี 2 หัว ตราม้า สีน้ำเงิน",1
2301498032,น๊อตหัวเหลี่ยม 1 x 5/16(กก.),2301498053,น๊อตหัวเหลี่ยม 1-1/2 x 3/8(กก.),1
2300806139,ตะปูเกลียว หัวแฉก 7X1-1/2 (50/ถุง),2300808134,ตะปูเกลียว เตเปอร์ 7X1 (50/ถุง),1
2300808134,ตะปูเกลียว เตเปอร์ 7X1 (50/ถุง),2300808136,ตะปูเกลียว เตเปอร์ 7X1-1/4 (50/ถุง),1
2300806139,ตะปูเกลียว หัวแฉก 7X1-1/2 (50/ถุง),2300808136,ตะปูเกลียว เตเปอร์ 7X1-1/4 (50/ถุง),1
0002320027,เหล็กฉาก 2X1/4 (5มม.)เขียว,0004102000,เหล็กแบนรีด 2 X 1/4(6.0 มิล)แดง,1
0001702001,สี่เหลี่ยมโปร่ง 2 แดง(1.7)(64/มัด)(48x48มม.),0001831408,"สี่เหลี่ยมโปร่ง 3 x 1-1/2 ม่วง(11+-)(73x32มม.)",1
0001831404,"สี่เหลี่ยมโปร่ง 3 x 1-1/2 เขียว(15.5+/-)(72x32มม.)",0001831408,"สี่เหลี่ยมโปร่ง 3 x 1-1/2 ม่วง(11+-)(73x32มม.)",1
0001701452,"สี่เหลี่ยมโปร่ง 1-1/2 ขาว-เหลือง (2.3 มิล มอก.)(13+/-)",0001812494,"สี่เหลี่ยมโปร่ง 1 x 2 ขาว (2.3 มอก. )",1
2700303350,"ลูกปืนตลับ 9"",2700600100,ตัวตั้งสปริง,1
2700338500,สปริง 3x85 (6.3มิล)12.6Kg/คู่,2700600100,ตัวตั้งสปริง,1
3303500606,"แค้มทองเหลือง 6-35 mm. (60 ตัว/ลัง)",3303505006,แค้มทองเหลือง 50-70 mm.,1
3314612001,"เบรคเกอร์ 2P 63A (6KA)  #5SJ6 'SIEMENS''",3320901312,"ลูกเซอร์กิต 20A 1P H7-20/1C HACO",1
0000204100,"ลวดกลม 2.4 มม.เสือ(8.5 ม.).",0000306900,"เหล็กเส้น 6 มม.SR-24 SCGX10ม.(พับ)",1
0002200500,สี่เหลี่ยมตัน 5/8 เขียว,0004203000,เหล็กแบนรีด 3 X3/8(9.มิล)ทอง,1
2502600400,ข้อต่อหนา PVC 1/2 (220/ล.),2505601000,"ฝาครอบ PVC 1 (80/ล.)"",1
2502601000,"ข้อต่อหนา PVC 1 (80/ล.)"",2505601000,"ฝาครอบ PVC 1 (80/ล.)"",1
2505600400,"ฝาครอบ PVC 1/2 (200/ล.)",2505601000,"ฝาครอบ PVC 1 (80/ล.)"",1
2700103610,ดอกกระดังงาไม่มีรู ในวงกลม 10 ซม./SK004,2700110605,"ลูกกลมรูสี่เหลี่ยมเหนียว ทะลุ1รู1/2(5ตัว/แพค"",1
2700212061,"กลอนขวาง(บรอน/ทอง) 6x5/8" ซ้าย "",2700212062,"กลอนขวาง(บรอน/ทอง) 6x5/8" ขวา "",1
2300808146,ตะปูเกลียว เตเปอร์ 8X1-1/2 (50/ถุง),2300808182,ตะปูเกลียว เตเปอร์ 12X1-1/4 (40/ถุง),1
0000306805,เหล็กเส้น 6 มม.SR-24 บกส-TATA NTS(พับ),0001112901,"ข้ออ้อย 12 มม.SD-40 บกส-TATA 10ม.(ตรง)",1
0000309900,เหล็กเส้น 9 มม.SR-24 บกส.-TATA10ม.(พับ),0001112901,"ข้ออ้อย 12 มม.SD-40 บกส-TATA 10ม.(ตรง)",1
3320901312,"ลูกเซอร์กิต 20A 1P H7-20/1C HACO",3320901316,"ลูกเซอร์กิต 16A 1P H7-16/1C HACO",1
3320901313,"ลูกเซอร์กิต 32A 1P H7-32/1C HACO",3320901316,"ลูกเซอร์กิต 16A 1P H7-16/1C HACO",1
3314612001,"เบรคเกอร์ 2P 63A (6KA)  #5SJ6 'SIEMENS''",3320901316,"ลูกเซอร์กิต 16A 1P H7-16/1C HACO",1
0000204100,"ลวดกลม 2.4 มม.เสือ(8.5 ม.).",0000206403,"ลวดกลม 4.3 มม.เหลืองลวด200/มัด",1
0001960204,"สี่เหลี่ยมโปร่งกัลวาไนซ์ 2 x 1 ม่วง-ขาว",0001960405,"สี่เหลี่ยมโปร่งกัลวาไนซ์ 4 x 2 ม่วง-เหลือง (1.2)",1
0001960303,"สี่เหลี่ยมโปร่งกัลวาไนซ์ 3 x 1-1/2 ม่วง-เขียว (1.2มม.)",0001960405,"สี่เหลี่ยมโปร่งกัลวาไนซ์ 4 x 2 ม่วง-เหลือง (1.2)",1
3120800313,"ปากกาเคมี 2 หัว ตราม้า สีน้ำเงิน",3301901687,"เคเบิ้ลไท้  8  ดำ  ''Nano'' (100ส./ถุง)"",1
2301809146,"แผ่นตัดไฟเบอร์ 14 MAKITA A-89545(แผ่น)"",3301901687,"เคเบิ้ลไท้  8  ดำ  ''Nano'' (100ส./ถุง)"",1
3301400501A,"คอนเน็คเตอร์ เหลือง 3/8'' (5/แพ็ค) ''NANO''",3301901687,"เคเบิ้ลไท้  8  ดำ  ''Nano'' (100ส./ถุง)"",1
0000306900,"เหล็กเส้น 6 มม.SR-24 SCGX10ม.(พับ)",0000309910,เหล็กเส้น 9 มม.SR-24 SCGX10ม.(พับ),1
3120800313,"ปากกาเคมี 2 หัว ตราม้า สีน้ำเงิน",3301400501A,"คอนเน็คเตอร์ เหลือง 3/8'' (5/แพ็ค) ''NANO''",1
2301809146,"แผ่นตัดไฟเบอร์ 14 MAKITA A-89545(แผ่น)"",3301400501A,"คอนเน็คเตอร์ เหลือง 3/8'' (5/แพ็ค) ''NANO''",1
2502702000,ข้อต่อบางฟ้า PVC 2 (130/ล.),2503302000,ข้องอบางฟ้า PVC 45 องศา 2 (70/ล.),1
2301803306,"แผ่นตัดสแตนเลส 4X1.2มิล. NKTดำ:25ใบ/กล่อง"",2505300599,ข้องอเกลียวใน PVC 1/2 (100/ล.),1
2507502014,ลดกลม PVC 2x1-1/2 (20),2508003020,"สามทางลด PVC 3x2 (10)",1
2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),2508003020,"สามทางลด PVC 3x2 (10)",1
2505603000,"ฝาครอบ PVC 3 (5/ล.)",2508003020,"สามทางลด PVC 3x2 (10)",1
2507503014,ลดกลม PVC 3x1-1/2(10),2508003020,"สามทางลด PVC 3x2 (10)",1
2503001400,ข้องอหนาฟ้า PVC 1-1/2 (50/ล.),2508003020,"สามทางลด PVC 3x2 (10)",1
2508002014,สามทางลด PVC 2x1-1/2 (20),2508003020,"สามทางลด PVC 3x2 (10)",1
2502603000,"ข้อต่อหนา PVC 3 (20/ล.)"",2508003020,"สามทางลด PVC 3x2 (10)",1
2505201400,"ข้อต่อเกลียวใน PVC 1-1/2 (20/ล.)"",2508003020,"สามทางลด PVC 3x2 (10)",1
1207300603,"หัวจับสกรู LION T-25",2301809140,"แผ่นตัดไฟเบอร์ 14 NKT (แผ่น)"",1
3320901312,"ลูกเซอร์กิต 20A 1P H7-20/1C HACO",3320901313,"ลูกเซอร์กิต 32A 1P H7-32/1C HACO",1
3314612001,"เบรคเกอร์ 2P 63A (6KA)  #5SJ6 'SIEMENS''",3320901313,"ลูกเซอร์กิต 32A 1P H7-32/1C HACO",1
2506600300,ข้อโค้งเทา 90 องศา PVC 3/8 (80),3109703102,"ฟองน้ำฉาบปูน 3/4 (5/แพ็ค)"",1
2700202730,"ล้อร่องกลมเหนียว 3x1"ชุบขาว ลูกปืนญี่ปุ่น"",2700213171,"กลอนลงดิน 5/8x17 ซ้าย"",1
2700110031,ใบไม้ B-6/R ขวา(5ตัว/แพ็ค),2700110032,ใบไม้ B-6/L ซ้าย(5ตัว/แพ็ค),1
2303000504,"อะไหล่ลูกกลิ้ง 4(ขนผ้า) C30104 INDY"",2950001444,สีน้ำมัน ตราเป็ด #M444 สีเหลืองเข้ม (กล.),1
3301901680,"เคเบิ้ลไท้  4  ขาว ''Nano'' (100ส./ถุง)"",3336101001,"สวิตซ์ตัดไฟฟ้าอัตโนมัติ 2P 30A 'ALPINO'' (45ตัว/ลัง)",1
3311900003,"เทปพันสายไฟ 3M เหลือง  Temflex  Plus 3/4' x 10m.",3336101001,"สวิตซ์ตัดไฟฟ้าอัตโนมัติ 2P 30A 'ALPINO'' (45ตัว/ลัง)",1
2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),2507502014,ลดกลม PVC 2x1-1/2 (20),1
2505603000,"ฝาครอบ PVC 3 (5/ล.)",2507502014,ลดกลม PVC 2x1-1/2 (20),1
2503001400,ข้องอหนาฟ้า PVC 1-1/2 (50/ล.),2507502014,ลดกลม PVC 2x1-1/2 (20),1
2502603000,"ข้อต่อหนา PVC 3 (20/ล.)"",2507502014,ลดกลม PVC 2x1-1/2 (20),1
2505201400,"ข้อต่อเกลียวใน PVC 1-1/2 (20/ล.)"",2507502014,ลดกลม PVC 2x1-1/2 (20),1
2301803306,"แผ่นตัดสแตนเลส 4X1.2มิล. NKTดำ:25ใบ/กล่อง"",2503000400,ข้องอหนาฟ้า PVC 1/2 (180/ล.),1
2502600400,ข้อต่อหนา PVC 1/2 (220/ล.),2502601000,"ข้อต่อหนา PVC 1 (80/ล.)"",1
2502600400,ข้อต่อหนา PVC 1/2 (220/ล.),2505600400,"ฝาครอบ PVC 1/2 (200/ล.)",1
2502601000,"ข้อต่อหนา PVC 1 (80/ล.)"",2505600400,"ฝาครอบ PVC 1/2 (200/ล.)",1
2700103610,ดอกกระดังงาไม่มีรู ในวงกลม 10 ซม./SK004,2950004222,"สีน้ำมันด้าน  ตราเป็ด #M222 สีขาว 1/4(กป)",1
2700110605,"ลูกกลมรูสี่เหลี่ยมเหนียว ทะลุ1รู1/2(5ตัว/แพค"",2950004222,"สีน้ำมันด้าน  ตราเป็ด #M222 สีขาว 1/4(กป)",1
2303000301,"ลูกกลิ้ง 4(ขนผ้า)12" HRC3010412 INDY"",2950001711,สีน้ำมัน ตราเป็ด #M711 เขียวมรกต (กล.),1
2503700400,สามทางหนา PVC 1/2 (100/ล.),2505200401,ข้อต่อเกลียวใน PVC ทองเหลือง 1/2 (100/ล.),1
2503000400,ข้องอหนาฟ้า PVC 1/2 (180/ล.),2505200401,ข้อต่อเกลียวใน PVC ทองเหลือง 1/2 (100/ล.),1
2105340102,"มิเตอร์น้ำ 1/2 ทล.+PVC DUSS (20ตัว/กล่อง)",2505600400,"ฝาครอบ PVC 1/2 (200/ล.)",1
2503700400,สามทางหนา PVC 1/2 (100/ล.),3119603070,"ดอกสว่านโรตารี 7.0X110 (D-00496)SDS 2PLUS MKT",1
2503000400,ข้องอหนาฟ้า PVC 1/2 (180/ล.),3119603070,"ดอกสว่านโรตารี 7.0X110 (D-00496)SDS 2PLUS MKT",1
2505000401,ข้อต่อเกลียวนอก PVC ทองเหลือง1/2 (120/ล.),3119603070,"ดอกสว่านโรตารี 7.0X110 (D-00496)SDS 2PLUS MKT",1
2503001400,ข้องอหนาฟ้า PVC 1-1/2 (50/ล.),2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),1
2502603000,"ข้อต่อหนา PVC 3 (20/ล.)"",2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),1
3309700021,"กล่องพักสาย เหลือง 2' x 4''(ตัว) #24Y ''NANO''(50/ลัง)",3315210206,"ปลั๊กตัวผู้ 10A  #PP-1021 (คละสี) ''VENA'' (50โหล/ลัง)",1
2507501004,"ลดกลม PVC 1x1/2 (110)"",2508001006,สามทางลด PVC 1x3/4 (40),1
2508000604,สามทางลด PVC 3/4x1/2 (80),2508001006,สามทางลด PVC 1x3/4 (40),1
2503102000,"ข้องอบางฟ้า 90 PVC 2 (70/ล.)",2508001006,สามทางลด PVC 1x3/4 (40),1
2505400401,สามทางเกลียวใน ทองเหลือง 1/2 (55/ล.),2508001006,สามทางลด PVC 1x3/4 (40),1
2503104000,"ข้องอบางฟ้า 90 PVC 4 (20/ล.)",2508001006,สามทางลด PVC 1x3/4 (40),1
2503000600,ข้องอหนาฟ้า PVC 3/4 (125/ล.),2508001006,สามทางลด PVC 1x3/4 (40),1
2507500604,ลดกลม PVC 3/4x1/2 (180),2508001006,สามทางลด PVC 1x3/4 (40),1
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2508001006,สามทางลด PVC 1x3/4 (40),1
2505300598,ข้องอเกลียวใน ทองเหลือง 1/2 (100/ล.),2508001006,สามทางลด PVC 1x3/4 (40),1
2507501006,"ลดกลม PVC 1x3/4 (100)"",2508001006,สามทางลด PVC 1x3/4 (40),1
2503102000,"ข้องอบางฟ้า 90 PVC 2 (70/ล.)",2507501006,"ลดกลม PVC 1x3/4 (100)"",1
2505400401,สามทางเกลียวใน ทองเหลือง 1/2 (55/ล.),2507501006,"ลดกลม PVC 1x3/4 (100)"",1
2503104000,"ข้องอบางฟ้า 90 PVC 4 (20/ล.)",2507501006,"ลดกลม PVC 1x3/4 (100)"",1
2503000600,ข้องอหนาฟ้า PVC 3/4 (125/ล.),2507501006,"ลดกลม PVC 1x3/4 (100)"",1
2507500604,ลดกลม PVC 3/4x1/2 (180),2507501006,"ลดกลม PVC 1x3/4 (100)"",1
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2507501006,"ลดกลม PVC 1x3/4 (100)"",1
2505300598,ข้องอเกลียวใน ทองเหลือง 1/2 (100/ล.),2507501006,"ลดกลม PVC 1x3/4 (100)"",1
2700109030,"หัวเสาเหล็กเหนียว # 30 (1/2)(#27RMT)"",2700202730,"ล้อร่องกลมเหนียว 3x1"ชุบขาว ลูกปืนญี่ปุ่น"",1
0001112700,"ข้ออ้อย 12 มิล.SD-40 10 ม.ตรง โรงใหญ่-SKY-MILL-TSC",0001116700,"ข้ออ้อย 16 มิล.SD-40 10 ม.ตรง โรงใหญ่-SKY-MILL-TSC",1
2103501112,"เทปพันเกลียว 16mm.x0.1x12M. Duss (หนา)(20ม้วน:กล่อง/300ม้วน:ลัง)",2300808147,ตะปูเกลียว เตเปอร์ 8X3 (50/ถุง),1
0600524400,ตป.กบ.ปลายแหลม#10X95มม.(10x3.8)100/กล่อง,2300808147,ตะปูเกลียว เตเปอร์ 8X3 (50/ถุง),1
2301498053,น๊อตหัวเหลี่ยม 1-1/2 x 3/8(กก.),2950001877,สีน้ำมัน ตราเป็ด #M877 สีน้ำเงินอ่อน (กล.),1
0607015360A,"ไม้ฝา_SCG 15x300 สักทอง ประกายเงา พลัส",0607015460A,"ไม้ฝา_SCG 15x400 สักทอง ประกายเงา พลัส",1
2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),2505603000,"ฝาครอบ PVC 3 (5/ล.)",1
2503001400,ข้องอหนาฟ้า PVC 1-1/2 (50/ล.),2505603000,"ฝาครอบ PVC 3 (5/ล.)",1
2502603000,"ข้อต่อหนา PVC 3 (20/ล.)"",2505603000,"ฝาครอบ PVC 3 (5/ล.)",1
2505201400,"ข้อต่อเกลียวใน PVC 1-1/2 (20/ล.)"",2505603000,"ฝาครอบ PVC 3 (5/ล.)",1
2507502014,ลดกลม PVC 2x1-1/2 (20),2507503014,ลดกลม PVC 3x1-1/2(10),1
2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),2507503014,ลดกลม PVC 3x1-1/2(10),1
2505603000,"ฝาครอบ PVC 3 (5/ล.)",2507503014,ลดกลม PVC 3x1-1/2(10),1
2503001400,ข้องอหนาฟ้า PVC 1-1/2 (50/ล.),2507503014,ลดกลม PVC 3x1-1/2(10),1
2502603000,"ข้อต่อหนา PVC 3 (20/ล.)"",2507503014,ลดกลม PVC 3x1-1/2(10),1
2505201400,"ข้อต่อเกลียวใน PVC 1-1/2 (20/ล.)"",2507503014,ลดกลม PVC 3x1-1/2(10),1
2502603000,"ข้อต่อหนา PVC 3 (20/ล.)"",2503001400,ข้องอหนาฟ้า PVC 1-1/2 (50/ล.),1
2500401000,ท่อ PVC 1 ชั้น 8.5 ท่อน้ำไทย(20/มัด),2502601000,"ข้อต่อหนา PVC 1 (80/ล.)"",1
2502601000,"ข้อต่อหนา PVC 1 (80/ล.)"",2505200100,"ข้อต่อเกลียวใน PVC 1/2 (100/ล)",1
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2505200100,"ข้อต่อเกลียวใน PVC 1/2 (100/ล)",1
2505001000,ข้อต่อเกลียวนอก PVC 1 (100/ล.),2505200100,"ข้อต่อเกลียวใน PVC 1/2 (100/ล)",1
2500401000,ท่อ PVC 1 ชั้น 8.5 ท่อน้ำไทย(20/มัด),2505200100,"ข้อต่อเกลียวใน PVC 1/2 (100/ล)",1
0606900502,"ไม้ระแนงลบมุม 7.5X3.0X.8 โอ๊คแดง ตราSCG",1520100908,ยิปซั่มลาดพลัส 120x240x9 มม.,1
0607015457,"ไม้ฝา 15X400X0.8 โอ๊คแดง",1520100908,ยิปซั่มลาดพลัส 120x240x9 มม.,1
0001403101,"ปลอกเสา/คาน 10X10"x6มม.SR24(25x25ซม.)(รอบนอก)"",0001403106,"ปลอกเสา/คาน 10x16"x6มม.(25x40cm.)รอบนอก"",1
