ItemCode_1,ItemName_1,ItemCode_2,ItemName_2,"count(DocNo )"
2700303350,"ลูกปืนตลับ 9"",2700338500,สปริง 3x85 (6.3มิล)12.6Kg/คู่,1
2700109030,"หัวเสาเหล็กเหนียว # 30 (1/2)(#27RMT)"",2700206012,"ล้อประคอง 1-1/4มีเกลียว(แพ็คคู่)"",1
2700205030,"ขาล้อฉาก 3"",2700206012,"ล้อประคอง 1-1/4มีเกลียว(แพ็คคู่)"",1
2700202730,"ล้อร่องกลมเหนียว 3x1"ชุบขาว ลูกปืนญี่ปุ่น"",2700206012,"ล้อประคอง 1-1/4มีเกลียว(แพ็คคู่)"",1
2301809405,"แผ่นตัดไฟเบอร์ 4 NKK"",2301809423,"แผ่นตัดไฟเบอร์ 4 MAKITA (A-85123)(25/กล่อง)"",1
2301803307,"แผ่นตัดสแตนเลส 4X1มิล. (B-12201)MAKITA:10ใบ/กล่อง"",2301809423,"แผ่นตัดไฟเบอร์ 4 MAKITA (A-85123)(25/กล่อง)"",1
0000204100,"ลวดกลม 2.4 มม.เสือ(8.5 ม.).",0000306806,"เหล็กเส้น 6 มม.SR-24 X10 พับใหญ่-BSI-ZUBB",1
0000204100,"ลวดกลม 2.4 มม.เสือ(8.5 ม.).",0000306901,เหล็กเส้น 8 มม.SR-24 บกส.-TATA.NTS 10ม.(พับ),1
0000306805,เหล็กเส้น 6 มม.SR-24 บกส-TATA NTS(พับ),0000306901,เหล็กเส้น 8 มม.SR-24 บกส.-TATA.NTS 10ม.(พับ),1
0000306805,เหล็กเส้น 6 มม.SR-24 บกส-TATA NTS(พับ),0001012901,ข้ออ้อย 12 มม.SD-40 บกส.-TATAX10ม.(พับ),1
2301606006,"แปรงทาสี 4#200PT4  INDY (อัน)"",2950001259,สีน้ำมัน ตราเป็ด #M259 น้ำตาลดำ (กล.),1
0000205003,"ลวดกลม 3.2 มม.9 ม.#10 เหลือง",0000309500,"เหล็กเส้น 9 มิล.SR-24 x 10 ม.ตรงโรงใหญ่ SKY-MILL-TSC",1
2301803307,"แผ่นตัดสแตนเลส 4X1มิล. (B-12201)MAKITA:10ใบ/กล่อง"",2301809405,"แผ่นตัดไฟเบอร์ 4 NKK"",1
3315210206,"ปลั๊กตัวผู้ 10A  #PP-1021 (คละสี) ''VENA'' (50โหล/ลัง)",3334300620,"ลูกเต๋าต่อสายไฟ 6มม. (10A)(50 เส้น/กล่อง)",1
2507502014,ลดกลม PVC 2x1-1/2 (20),2508002014,สามทางลด PVC 2x1-1/2 (20),1
2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),2508002014,สามทางลด PVC 2x1-1/2 (20),1
2505603000,"ฝาครอบ PVC 3 (5/ล.)",2508002014,สามทางลด PVC 2x1-1/2 (20),1
2507503014,ลดกลม PVC 3x1-1/2(10),2508002014,สามทางลด PVC 2x1-1/2 (20),1
2503001400,ข้องอหนาฟ้า PVC 1-1/2 (50/ล.),2508002014,สามทางลด PVC 2x1-1/2 (20),1
2502603000,"ข้อต่อหนา PVC 3 (20/ล.)"",2508002014,สามทางลด PVC 2x1-1/2 (20),1
2505201400,"ข้อต่อเกลียวใน PVC 1-1/2 (20/ล.)"",2508002014,สามทางลด PVC 2x1-1/2 (20),1
1209000407,ฝาปิดปลายราง-ขาว DELUXE(10ช/ก),2301803306,"แผ่นตัดสแตนเลส 4X1.2มิล. NKTดำ:25ใบ/กล่อง"",1
2934190910,"สีสเปรย์ KOBE #0910 ดำเงา กป.",2938020002,"ทินเนอร์สีย้อมไม้ M-1199 เบเยอร์ (กป)",1
2938002000,ทินเนอร์ ปลาลายน้ำ 2A ขวดใหญ่,2938003000,ทินเนอร์ ปลาลายน้ำ 2A ขวดเล็ก,1
2300808182,ตะปูเกลียว เตเปอร์ 12X1-1/4 (40/ถุง),2947003202,"สีโป๊วอะครีลิคฟิลเลอร์TOA 1ปอนด์0.473ลิตร",1
2300808146,ตะปูเกลียว เตเปอร์ 8X1-1/2 (50/ถุง),2947003202,"สีโป๊วอะครีลิคฟิลเลอร์TOA 1ปอนด์0.473ลิตร",1
3303500606,"แค้มทองเหลือง 6-35 mm. (60 ตัว/ลัง)",3311900060,"เทปพันสายไฟ กวางเล็ก (มอก.)",1
3303505006,แค้มทองเหลือง 50-70 mm.,3311900060,"เทปพันสายไฟ กวางเล็ก (มอก.)",1
3308100403,"เต้ารับ 16A #DSK001 ''DAI-ICHI'' (10/200)",3311900060,"เทปพันสายไฟ กวางเล็ก (มอก.)",1
2301402173,น๊อตหัวกลม 5-1/2 X 3/8(กก.),2301510014,แหวน 3/8 (20ตัว/แพค),1
2502601000,"ข้อต่อหนา PVC 1 (80/ล.)"",2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",1
2500401000,ท่อ PVC 1 ชั้น 8.5 ท่อน้ำไทย(20/มัด),2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",1
2502600400,ข้อต่อหนา PVC 1/2 (220/ล.),2506200400,"นิเปิ้ล PVC 1/2 (250/ลัง)",1
2505000401,ข้อต่อเกลียวนอก PVC ทองเหลือง1/2 (120/ล.),2506200400,"นิเปิ้ล PVC 1/2 (250/ลัง)",1
2967212003,"ซิลิโคน TOA ชนิดกรด GP สีใส(12/ลัง)",2967214001,"อะคริลิค TOA #303 อุดโป๊ว (280 มล.)(24หลอด/ลัง)",1
2301602240,"แปรง-ทาแชล็ค รุ่นมาตฐาน 4C214 INDY"",2938020002,"ทินเนอร์สีย้อมไม้ M-1199 เบเยอร์ (กป)",1
2103170111,ก๊อกบอล 1/2 SANWA สลิม สีม่วง,2301803306,"แผ่นตัดสแตนเลส 4X1.2มิล. NKTดำ:25ใบ/กล่อง"",1
2301803310,"แผ่นเจียร์เหล็ก/สแตนเลส 4 (บาง)  SOLEX :25ใบ/กล่อง"",2502600400,ข้อต่อหนา PVC 1/2 (220/ล.),1
2502601000,"ข้อต่อหนา PVC 1 (80/ล.)"",2507501210,"ลดกลม PVC 1-1/4x1 (60)"",1
2505200100,"ข้อต่อเกลียวใน PVC 1/2 (100/ล)",2507501210,"ลดกลม PVC 1-1/4x1 (60)"",1
2505001000,ข้อต่อเกลียวนอก PVC 1 (100/ล.),2507501210,"ลดกลม PVC 1-1/4x1 (60)"",1
2500401000,ท่อ PVC 1 ชั้น 8.5 ท่อน้ำไทย(20/มัด),2507501210,"ลดกลม PVC 1-1/4x1 (60)"",1
2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),2503703000,"สามทางหนา PVC 3 (10/ล.)",1
2500700400,ท่อ PVC 1/2 ชั้น 5 เทา ตราดาว(50/มัด),2502600400,ข้อต่อหนา PVC 1/2 (220/ล.),1
2503002400,ข้องอหนาฟ้า PVC 2-1/2 (6/ล.),2503502500,"ข้องอหนาฟ้า PVC 45 องศา 2-1/2(8/ล.)"",1
2301803310,"แผ่นเจียร์เหล็ก/สแตนเลส 4 (บาง)  SOLEX :25ใบ/กล่อง"",2503000400,ข้องอหนาฟ้า PVC 1/2 (180/ล.),1
2500700400,ท่อ PVC 1/2 ชั้น 5 เทา ตราดาว(50/มัด),2503000400,ข้องอหนาฟ้า PVC 1/2 (180/ล.),1
2503303000,ข้องอบางฟ้า PVC 45 องศา 3 (25/ล.),2503304000,ข้องอบางฟ้า PVC 45 องศา 4 (25/ล.),1
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2505201001,"ข้อต่อเกลียวใน PVC ทองเหลือง 1"",1
2503703000,"สามทางหนา PVC 3 (10/ล.)",2505201001,"ข้อต่อเกลียวใน PVC ทองเหลือง 1"",1
2422703100,"ข้อต่อเกลียวใน PP-R 32 x 1 ทองเหลือง "ไทยพีพีอาร์""",2505201001,"ข้อต่อเกลียวใน PVC ทองเหลือง 1"",1
2905350202,"สีกันซึมหลังคารูฟชิล TOA#201 สีเทา (4กก./กล)",2922214690,"สีทากระเบื้องหลังคา TOA รูฟเพ้นท์  #R690 น้ำตาลโกเมน",1
2500700400,ท่อ PVC 1/2 ชั้น 5 เทา ตราดาว(50/มัด),2506600400,ข้อโค้งเทา 90 องศา PVC 1/2(100),1
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2508003010,"สามทางลด PVC 3x1 (15)",1
2503703000,"สามทางหนา PVC 3 (10/ล.)",2508003010,"สามทางลด PVC 3x1 (15)",1
2422703100,"ข้อต่อเกลียวใน PP-R 32 x 1 ทองเหลือง "ไทยพีพีอาร์""",2508003010,"สามทางลด PVC 3x1 (15)",1
2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),2508003010,"สามทางลด PVC 3x1 (15)",1
2503304000,ข้องอบางฟ้า PVC 45 องศา 4 (25/ล.),2511704000,"ท่อสั้นฝาปิดมีเกลียว 4 PVC CLEAN OUT"",1
2503303000,ข้องอบางฟ้า PVC 45 องศา 3 (25/ล.),2511704000,"ท่อสั้นฝาปิดมีเกลียว 4 PVC CLEAN OUT"",1
2107000507,กาวยาแนวพรีเมี่ยมพลัส สีขาวไข่มุก(20ถุง/ลัง),2107000565,กาวยาแนวพรีเมี่ยมพลัส สีเทาปะการัง(20ถุง/ล),1
2500700300,ท่อ PVC 3/8 ชั้น 5 เทา ตราดาว(50/มัด),2500700400,ท่อ PVC 1/2 ชั้น 5 เทา ตราดาว(50/มัด),1
0900200404,"ไม้อัดยาง 4 มม. 3A น้ำเงิน(3มม.)",0900200604,"ไม้อัดยาง 6 มม. 3A น้ำเงิน(4มม.)",1
3120800313,"ปากกาเคมี 2 หัว ตราม้า สีน้ำเงิน",3314650020,เบรคเกอร์ 2P 20A #BCH120 ตราช้าง (50/ลัง),1
2301809146,"แผ่นตัดไฟเบอร์ 14 MAKITA A-89545(แผ่น)"",3314650020,เบรคเกอร์ 2P 20A #BCH120 ตราช้าง (50/ลัง),1
3301901687,"เคเบิ้ลไท้  8  ดำ  ''Nano'' (100ส./ถุง)"",3314650020,เบรคเกอร์ 2P 20A #BCH120 ตราช้าง (50/ลัง),1
3301400501A,"คอนเน็คเตอร์ เหลือง 3/8'' (5/แพ็ค) ''NANO''",3314650020,เบรคเกอร์ 2P 20A #BCH120 ตราช้าง (50/ลัง),1
2502600400,ข้อต่อหนา PVC 1/2 (220/ล.),3124901406,ใบเลื่อยตัดเหล็ก เหลือง 24T ละเอียด (ใบ),1
2503000400,ข้องอหนาฟ้า PVC 1/2 (180/ล.),3124901406,ใบเลื่อยตัดเหล็ก เหลือง 24T ละเอียด (ใบ),1
3124901404,ใบเลื่อยตัดเหล็ก เหลือง 18T หยาบ (ใบ),3124901406,ใบเลื่อยตัดเหล็ก เหลือง 24T ละเอียด (ใบ),1
2945002103,แม่สีผสม นิปปอน D8-03 ซีซี,2945002110,แม่สีผสม นิปปอน D8-10 ซีซี,1
3309900142,ตะปู 3/8 ตีไม้,3319100371,"ฝา 3 ช่อง #DCP301 ''DAI-ICHI'' (10/200)",1
3311300900,"เต้ารับแปลงไฟขากลม 10A #NP-5102MF “NPV'' (20/600)",3333311455,"ปลั๊กไฟสีเหลือง 4 ช่อง ไร้สาย (รุ่นตกไม่แตก) ''Gongnin'' (60/ก)",1
3311900060,"เทปพันสายไฟ กวางเล็ก (มอก.)",3319100371,"ฝา 3 ช่อง #DCP301 ''DAI-ICHI'' (10/200)",1
3301901680,"เคเบิ้ลไท้  4  ขาว ''Nano'' (100ส./ถุง)"",3311900003,"เทปพันสายไฟ 3M เหลือง  Temflex  Plus 3/4' x 10m.",1
2303002007,"ลูกกลิ้งทาสี 7 SOMIC (60/ลัง)"",2925300021,สีน้ำใน-กึ่งเงา ดูราคลีนอ๊อกซิเจนพลัส A กล.TOA,1
2522920040,ข้อต่อสายยางหางปลา#511(1/2-5/8-3/4),3336200112,"สวิตซ์ 16A ''Lekise'' (10/100)",1
2505300601,ข้องอเกลียวใน ทองเหลือง 3/4 (60/ล.),2522510032,"ข้อต่อตรงเกลียวใน HDPE 32 x 1 สวมอัด ''TON-D''"",1
2301604030,"แปรงทาสีด้ามขาว 3(อัน)"",2303000301,"ลูกกลิ้ง 4(ขนผ้า)12" HRC3010412 INDY"",1
0606900502,"ไม้ระแนงลบมุม 7.5X3.0X.8 โอ๊คแดง ตราSCG",0607015457,"ไม้ฝา 15X400X0.8 โอ๊คแดง",1
0001812419,"สี่เหลี่ยมโปร่ง 1 x 2 แดง-ขาว (10+-)(47x23มม.)",0005601002,ประปา 1 หนา (น้ำเงิน),1
2301604040,"แปรงทาสีด้ามขาว 4(อัน)"",2950001999,สีน้ำมัน ตราเป็ด #M999 สีดำ (กล.),1
2511704000,"ท่อสั้นฝาปิดมีเกลียว 4 PVC CLEAN OUT"",2950001163,สีน้ำมัน ตราเป็ด #M163 สีน้ำตาล (กล.),1
2503102400,"ข้องอบางฟ้า 90 PVC 2-1/2 (30/ล.)",2504202000,"สามทาง TY 90 ฟ้า 2 (15/ล.)",1
2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),2505201400,"ข้อต่อเกลียวใน PVC 1-1/2 (20/ล.)"",1
2503001400,ข้องอหนาฟ้า PVC 1-1/2 (50/ล.),2505201400,"ข้อต่อเกลียวใน PVC 1-1/2 (20/ล.)"",1
2502603000,"ข้อต่อหนา PVC 3 (20/ล.)"",2505201400,"ข้อต่อเกลียวใน PVC 1-1/2 (20/ล.)"",1
2502600400,ข้อต่อหนา PVC 1/2 (220/ล.),2505000401,ข้อต่อเกลียวนอก PVC ทองเหลือง1/2 (120/ล.),1
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2507503010,ลดกลม PVC 3x1(12/ก.),1
2503703000,"สามทางหนา PVC 3 (10/ล.)",2507503010,ลดกลม PVC 3x1(12/ก.),1
2505201001,"ข้อต่อเกลียวใน PVC ทองเหลือง 1"",2507503010,ลดกลม PVC 3x1(12/ก.),1
2422703100,"ข้อต่อเกลียวใน PP-R 32 x 1 ทองเหลือง "ไทยพีพีอาร์""",2507503010,ลดกลม PVC 3x1(12/ก.),1
1321540615,"ล.เหล็กLION WAVE+PE 6.15 ม .40 น้ำตาลNB",1321540715,"ล.เหล็กLION WAVE+PE 7.15ม.40น้ำตาลNB",1
2301605010,"แปรงทาสีมีเชือก 1(อัน)"",2301803307,"แผ่นตัดสแตนเลส 4X1มิล. (B-12201)MAKITA:10ใบ/กล่อง"",1
2301498053,น๊อตหัวเหลี่ยม 1-1/2 x 3/8(กก.),2301803307,"แผ่นตัดสแตนเลส 4X1มิล. (B-12201)MAKITA:10ใบ/กล่อง"",1
2301498032,น๊อตหัวเหลี่ยม 1 x 5/16(กก.),2301803307,"แผ่นตัดสแตนเลส 4X1มิล. (B-12201)MAKITA:10ใบ/กล่อง"",1
0600524400,ตป.กบ.ปลายแหลม#10X95มม.(10x3.8)100/กล่อง,2103501112,"เทปพันเกลียว 16mm.x0.1x12M. Duss (หนา)(20ม้วน:กล่อง/300ม้วน:ลัง)",1
2301498082,น๊อตหัวเหลี่ยม 2-1/2 x 5/16(กก.),2301803307,"แผ่นตัดสแตนเลส 4X1มิล. (B-12201)MAKITA:10ใบ/กล่อง"",1
2502104001,ท่อ PVC 4 ชั้น 5 บานหัว วอเตอร์/K.S.P,2502200401,"ท่อ PVC 1/2 ชั้น 8.5 บานหัว วอเตอร์/K.S.P",1
2505600400,"ฝาครอบ PVC 1/2 (200/ล.)",2947003201,"สีโป๊วอะครีลิคฟิลเลอร์TOA 0.946ลิตร/กป.",1
2105340102,"มิเตอร์น้ำ 1/2 ทล.+PVC DUSS (20ตัว/กล่อง)",2947003201,"สีโป๊วอะครีลิคฟิลเลอร์TOA 0.946ลิตร/กป.",1
2301803310,"แผ่นเจียร์เหล็ก/สแตนเลส 4 (บาง)  SOLEX :25ใบ/กล่อง"",2503700400,สามทางหนา PVC 1/2 (100/ล.),1
2301803306,"แผ่นตัดสแตนเลส 4X1.2มิล. NKTดำ:25ใบ/กล่อง"",2503700400,สามทางหนา PVC 1/2 (100/ล.),1
2500700400,ท่อ PVC 1/2 ชั้น 5 เทา ตราดาว(50/มัด),2503700400,สามทางหนา PVC 1/2 (100/ล.),1
2301498082,น๊อตหัวเหลี่ยม 2-1/2 x 5/16(กก.),2967212102,"ซิลิโคน TOA ชนิดไม่กรด HP สีดำ(12/ลัง)",1
2301803307,"แผ่นตัดสแตนเลส 4X1มิล. (B-12201)MAKITA:10ใบ/กล่อง"",2967212102,"ซิลิโคน TOA ชนิดไม่กรด HP สีดำ(12/ลัง)",1
2501102001,ท่อ PVC 2 ชั้น 13.5 บานหัว BK/TSD,2501103000,ท่อ PVC 3 ชั้น 13.5 BK/TSD,1
3308100403,"เต้ารับ 16A #DSK001 ''DAI-ICHI'' (10/200)",3319100271,"ฝา 2 ช่อง #DCP201 ''DAI-ICHI'' (10/200)",1
2303002007,"ลูกกลิ้งทาสี 7 SOMIC (60/ลัง)"",2945001105,แม่สีผสม TOA CW-05 ซีซี,1
2925300021,สีน้ำใน-กึ่งเงา ดูราคลีนอ๊อกซิเจนพลัส A กล.TOA,2945001105,แม่สีผสม TOA CW-05 ซีซี,1
3333311455,"ปลั๊กไฟสีเหลือง 4 ช่อง ไร้สาย (รุ่นตกไม่แตก) ''Gongnin'' (60/ก)",3339280005,"สายไฟ IEC01(THW) 1.5 ดำ (50 ม.) ''BCC''",1
0001812008,"สี่เหลี่ยมโปร่ง 1 x 2 ม่วง(7.5+/-)(47x23มม.)",0002200400,สี่เหลี่ยมตัน 1/2 ขาว,1
0001700404,"สี่เหลี่ยมโปร่ง 1/2 เขียว (1.2+/-)(13x13มม.)",0002200400,สี่เหลี่ยมตัน 1/2 ขาว,1
0001705103,"สี่เหลี่ยมโปร่ง 5 แดง ( 2.5 มิล)",0001842008,"สี่เหลี่ยมโปร่ง 4 x 2 ม่วง(15+/-)(95x45มม)",1
0001812026,"สี่เหลี่ยมโปร่ง 1 x 2 เงิน-ชมพู (8.5 +/-)(47x23มม.)",0001842017,"สี่เหลี่ยมโปร่ง 4 x 2 ชมพู-เหลือง (17+/-)(95x45มม.)",1
0001702001,สี่เหลี่ยมโปร่ง 2 แดง(1.7)(64/มัด)(48x48มม.),0001831404,"สี่เหลี่ยมโปร่ง 3 x 1-1/2 เขียว(15.5+/-)(72x32มม.)",1
2924300113,สีน้ำภายนอก-ใน กึ่งเงา 4SEASON เบส C กล.,2945001107,แม่สีผสม TOA CW-07 ซีซี,1
2522509151,"ข้อต่อตรง PP 50 (2'') ''PBP''",2522509155,"ข้อต่อตรง PP 150 (6'') ''PBP''",1
2522660050,"ข้องอเกลียวนอก HDPE 50 x 1-1/2'' สวมอัด ''TON-D''",2526400200,"ข้อต่อตรงเกลียวนอก HDPE 63 x 2 สวมอัด ''TON-D''"",1
2522660063,"ข้องอเกลียวนอก HDPE 63 x 2'' สวมอัด ''TON-D''",2526400200,"ข้อต่อตรงเกลียวนอก HDPE 63 x 2 สวมอัด ''TON-D''"",1
2505300601,ข้องอเกลียวใน ทองเหลือง 3/4 (60/ล.),2526400200,"ข้อต่อตรงเกลียวนอก HDPE 63 x 2 สวมอัด ''TON-D''"",1
2522510032,"ข้อต่อตรงเกลียวใน HDPE 32 x 1 สวมอัด ''TON-D''"",2526400200,"ข้อต่อตรงเกลียวนอก HDPE 63 x 2 สวมอัด ''TON-D''"",1
2526320051,"สามทาง HDPE 63 มม. (2'') สวมอัด ''TON-D''",2526400200,"ข้อต่อตรงเกลียวนอก HDPE 63 x 2 สวมอัด ''TON-D''"",1
0600524006,"ตป.กบ.8x2.25ปลายสว่าน ซิลเทค(250/กล่อง)"",0600524007,"ตป.กบ.2 ปลายสว่าน ซีเอ็ม (250/กล่อง)"",1
2300808138,ตะปูเกลียว เตเปอร์ 7X1-1/2 (50/ถุง),2701902075,"พุ๊กพลาสติกกล่องเขียว M.7(100/กล่อง)  Estate",1
2300808141,ตะปูเกลียว เตเปอร์ 8X1-1/4(50/ถุง),2701902080,"พุ๊กพลาสติกกล่องเขียว M.8(100/กล่อง) Estate",1
1514302128,โครงซีลาย #26 แดง (0.56-0.59),1514302135,"ฉากสังกะสีโครงซีลาย น้ำเงิน",1
2967214001,"อะคริลิค TOA #303 อุดโป๊ว (280 มล.)(24หลอด/ลัง)",3630030002,"นต.เลื่อน 2 ช่องชา +มุ้งลวด#1.20x1.10 ม. Estate/บาน",1
2522509151,"ข้อต่อตรง PP 50 (2'') ''PBP''",2522509160,"ข้อลดกลม PP 65 x 50 (2-1/2'' x 2'') ''PBP''",1
2522509155,"ข้อต่อตรง PP 150 (6'') ''PBP''",2522509160,"ข้อลดกลม PP 65 x 50 (2-1/2'' x 2'') ''PBP''",1
2522660050,"ข้องอเกลียวนอก HDPE 50 x 1-1/2'' สวมอัด ''TON-D''",2526320051,"สามทาง HDPE 63 มม. (2'') สวมอัด ''TON-D''",1
2522660063,"ข้องอเกลียวนอก HDPE 63 x 2'' สวมอัด ''TON-D''",2526320051,"สามทาง HDPE 63 มม. (2'') สวมอัด ''TON-D''",1
2505300601,ข้องอเกลียวใน ทองเหลือง 3/4 (60/ล.),2526320051,"สามทาง HDPE 63 มม. (2'') สวมอัด ''TON-D''",1
2522510032,"ข้อต่อตรงเกลียวใน HDPE 32 x 1 สวมอัด ''TON-D''"",2526320051,"สามทาง HDPE 63 มม. (2'') สวมอัด ''TON-D''",1
2503101400,"ข้องอบางฟ้า 90 PVC 1-1/2 (120/ล.)",3124901404,ใบเลื่อยตัดเหล็ก เหลือง 18T หยาบ (ใบ),1
3308100403,"เต้ารับ 16A #DSK001 ''DAI-ICHI'' (10/200)",3309900142,ตะปู 3/8 ตีไม้,1
0001960204,"สี่เหลี่ยมโปร่งกัลวาไนซ์ 2 x 1 ม่วง-ขาว",0001960303,"สี่เหลี่ยมโปร่งกัลวาไนซ์ 3 x 1-1/2 ม่วง-เขียว (1.2มม.)",1
2502601000,"ข้อต่อหนา PVC 1 (80/ล.)"",2505001000,ข้อต่อเกลียวนอก PVC 1 (100/ล.),1
2500401000,ท่อ PVC 1 ชั้น 8.5 ท่อน้ำไทย(20/มัด),2505001000,ข้อต่อเกลียวนอก PVC 1 (100/ล.),1
2503302000,ข้องอบางฟ้า PVC 45 องศา 2 (70/ล.),2507502010,ลดกลม PVC 2x1 (50),1
0001831408,"สี่เหลี่ยมโปร่ง 3 x 1-1/2 ม่วง(11+-)(73x32มม.)",0001842008,"สี่เหลี่ยมโปร่ง 4 x 2 ม่วง(15+/-)(95x45มม)",1
2503001000,"ข้องอหนาฟ้า PVC 1 (60/ล.)"",2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),1
2422703100,"ข้อต่อเกลียวใน PP-R 32 x 1 ทองเหลือง "ไทยพีพีอาร์""",2503003000,ข้องอหนาฟ้า PVC 3 (5/ล.),1
2934190912,สีสเปรย์ KOBE #0912 ดำด้าน กป.,2967209022,"ซิลิโคน SX-4000  Sealex 300ML. สีดำ (25/ลัง)",1
2502102001,ท่อ PVC 2 ชั้น 5 บานหัว วอเตอร์/K.S.P,2502200600,ท่อ PVC 3/4 ชั้น 8.5 วอเตอร์/K.S.P,1
2500700400,ท่อ PVC 1/2 ชั้น 5 เทา ตราดาว(50/มัด),2500700600,ท่อ PVC 3/4 ชั้น 5 เทา ตราดาว(50/มัด),1
2500700300,ท่อ PVC 3/8 ชั้น 5 เทา ตราดาว(50/มัด),2500700600,ท่อ PVC 3/4 ชั้น 5 เทา ตราดาว(50/มัด),1
0600524007,"ตป.กบ.2 ปลายสว่าน ซีเอ็ม (250/กล่อง)"",0600525201,แหนบยึดเศษกระเบื้องนิกเกิ้ล ซิลเทค(50ตัว/กล่อง),1
0600524006,"ตป.กบ.8x2.25ปลายสว่าน ซิลเทค(250/กล่อง)"",0600525201,แหนบยึดเศษกระเบื้องนิกเกิ้ล ซิลเทค(50ตัว/กล่อง),1
0001700404,"สี่เหลี่ยมโปร่ง 1/2 เขียว (1.2+/-)(13x13มม.)",0001960204,"สี่เหลี่ยมโปร่งกัลวาไนซ์ 2 x 1 ม่วง-ขาว",1
